algorithm,configuration,seed,lstm_units,mae,rmse,r2,epochs,final_train_loss,final_val_loss
LSTM,PURE_ML,47,32,0.3408478400063303,0.5814432809549653,0.6195449379150813,50,0.32703399658203125,0.28909486532211304
LSTM,PURE_ML,48,32,0.3797015075397893,0.6099279585841861,0.5813551650945217,50,0.3328133821487427,0.34015294909477234
LSTM,PURE_ML,49,32,0.427109687539266,0.6142471589292943,0.575404910458707,50,0.329125314950943,0.32000041007995605
LSTM,PURE_ML,50,32,0.410671390819743,0.6066134543377775,0.5858928478716326,50,0.33091509342193604,0.31363627314567566
LSTM,PURE_ML,51,32,0.42464739126094436,0.608285712928352,0.5836065525670975,50,0.3290518820285797,0.3217836916446686
LSTM,ONLY_MECH,42,32,0.41207539138713595,0.6093472840395028,0.5821519171600011,50,0.32447874546051025,0.3154709041118622
LSTM,ONLY_MECH,43,32,0.4310213413155196,0.6188258607085203,0.5690513113684612,50,0.3254651725292206,0.32913798093795776
LSTM,ONLY_MECH,44,32,0.4117723097014788,0.6136886791243453,0.5761766518655329,50,0.3256264626979828,0.3194010257720947
LSTM,ONLY_MECH,45,32,0.41005988868020554,0.6025456231767901,0.5914280694905796,50,0.32626789808273315,0.3118259310722351
LSTM,ONLY_MECH,46,32,0.4223238316428961,0.6174783751338976,0.5709260388088658,50,0.32414934039115906,0.3231343924999237
LSTM,ONLY_MECH,47,32,0.408843642799656,0.6081435725387354,0.5838011302481093,50,0.3260948359966278,0.31346020102500916
LSTM,ONLY_MECH,48,32,0.38220193724975254,0.5887271257190134,0.6099531747581011,50,0.32455137372016907,0.294448584318161
LSTM,ONLY_MECH,49,32,0.369378406537604,0.5865149760264794,0.6128788795780756,50,0.3215431571006775,0.2918114960193634
LSTM,ONLY_MECH,50,32,0.41609365877969007,0.6095849312767453,0.5818259296359469,50,0.3255504071712494,0.31746363639831543
LSTM,ONLY_MECH,51,32,0.4100996603142138,0.6045284971583514,0.5887345649790101,50,0.32400840520858765,0.3110387921333313
